Fichero pcap;SIDs;RSx;TP;TP_LEGITIMO
T0843-ProgDownload-IEC104_[2].pcapng;2046159;3;1;1
T0843-FileRead-DNP3-FIXED_[1].pcapng / T0843-FileWrite-DNP3-FIXED_[1].pcapng;1917;3;0;0
T0843-FileDownload-Modbus_[1].pcapng / T0843-FileUpload-Modbus_[1].pcapng;17790;3;1;1
T0843-FileDownload-Modbus_[1].pcapng / T0843-FileUpload-Modbus_[1].pcapng;17782;3;1;1
T0802-AutoCollect-OPCUA_[2].pcapng;1917;3;0;0
T0830-MITM-BacNet-FIXED_[2].pcapng;1384;3;0;1
T0830-MITM-BacNet-FIXED_[2].pcapng;1917;3;0;0
T0830-MITM-BacNet-FIXED_[2].pcapng;24301;3;0;1
T0830-MITM-BacNet-FIXED_[2].pcapng;51037;3;0;1
T0830-MITM-BacNet-FIXED_[2].pcapng;29456;3;1;1
T0830-MITM-BacNet-FIXED_[2].pcapng;384;3;1;1
T0830-MITM-BacNet-FIXED_[2].pcapng;408;3;1;1
T0802-AutoCollect-SNMP_[1].pcapng;1411;3;1;1
T0802-AutoCollect-SNMP_[1].pcapng;1417;3;1;1
T0802-AutoCollect-SNMP_[1].pcapng;2101411;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;1390;3;0;1
T0809-DataDestroy-OMRON_[2].pcapng;1394;3;0;1
T0809-DataDestroy-OMRON_[2].pcapng;15389;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15390;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15391;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15392;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15393;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15394;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15395;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15396;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15397;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15398;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15399;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15400;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15401;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15402;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15403;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15404;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15405;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15406;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15407;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15408;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15410;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15411;3;1;1
T0809-DataDestroy-OMRON_[2].pcapng;15412;3;1;1
T0816-RestartAllenBradley-SNMP_[2].pcapng;39876;3;1;1
T0816-RestartAllenBradley-SNMP_[2].pcapng;39877;3;1;1
T0816-RestartAllenBradley-SNMP_[2].pcapng;402;3;0;1
T0816-RestartAllenBradley-SNMP_[2].pcapng;44663;3;0;1
T0816-RestartAllenBradley-SNMP_[2].pcapng;1417;3;1;1
T0814-DoS-PCC_[1].pcapng;402;3;0;1
T0814-DoS-PCC_[1].pcapng;2026917;3;1;1
T0816-ShtDownAllenBradley-CIP_[1].pcapng;402;3;0;1
T0816-ShtDownAllenBradley-CIP_[1].pcapng;40518;3;1;1
T0816-ShutDown-Modbus_[1].pcapng;17785;3;1;1
T0836-ModifyParam-OmronFINS_[2].pcapng;15389;3;1;1
T0836-ModifyParam-OmronFINS_[2].pcapng;15390;3;1;1
T0836-ModifyParam-OmronFINS_[2].pcapng;15391;3;1;1
T0836-ModifParam-Modbus_[1].pcapng;17783;3;1;1
T0836-ModifParam-S7_[1].pcapng;2027397;3;0;1
T0885-C&Cp502RWin-TCP_[1].pcapng / T0885-C&Cp502RWin-TCP-2_[1].pcapng / T0885-C&Cp502RWin-TCP-3_[1].pcapng;15071;3;1;1
T0885-C&Cp502RWin-TCP_[1].pcapng / T0885-C&Cp502RWin-TCP-2_[1].pcapng / T0885-C&Cp502RWin-TCP-3_[1].pcapng;1917;3;0;0
T0885-C&Cp502RWin-TCP_[1].pcapng / T0885-C&Cp502RWin-TCP-2_[1].pcapng / T0885-C&Cp502RWin-TCP-3_[1].pcapng;18659;3;1;1
T0885-C&Cp502RWin-TCP_[1].pcapng / T0885-C&Cp502RWin-TCP-2_[1].pcapng / T0885-C&Cp502RWin-TCP-3_[1].pcapng;58160;3;1;1
T0885-C&Cp502RWin-TCP_[1].pcapng / T0885-C&Cp502RWin-TCP-2_[1].pcapng / T0885-C&Cp502RWin-TCP-3_[1].pcapng;2011976;3;1;1
T0885-C&Cp502RWin-TCP_[1].pcapng / T0885-C&Cp502RWin-TCP-2_[1].pcapng / T0885-C&Cp502RWin-TCP-3_[1].pcapng;2035480;3;1;1
T0885-C&Cp502RWin-TCP_[1].pcapng / T0885-C&Cp502RWin-TCP-2_[1].pcapng / T0885-C&Cp502RWin-TCP-3_[1].pcapng;2025644;3;1;1
T0885-C&Cp502Ignition-HTTP_[1].pcapng;15071;3;1;1
T0885-C&Cp502Ignition-HTTP_[1].pcapng;50447;3;1;1
T0885-C&Cp502Ignition-HTTP_[1].pcapng;1917;3;0;0
T0885-C&Cp502Ignition-HTTP_[1].pcapng;58160;3;1;1
T0885-C&Cp502Ignition-HTTP_[1].pcapng;2018358;3;1;1
T0885-C&Cp502Ignition-HTTP_[1].pcapng;2035480;3;1;1
T0885-C&Cp502Ignition-HTTP_[1].pcapng;2025644;3;1;1
T0885-C&Cp20000RWin-TCP_[1].pcapng;18659;3;1;1
T0885-C&Cp20000RWin-TCP_[1].pcapng;5816;3;1;1
T0885-C&Cp20000RWin-TCP_[1].pcapng;2011976;3;1;1
T0885-C&Cp20000RWin-TCP_[1].pcapng;2035480;3;1;1
T0885-C&Cp20000RWin-TCP_[1].pcapng;2025644;3;1;1
T0885-C&Cp102Ignition-TCP_[1].pcapng;50447;3;1;1
T0885-C&Cp102Ignition-TCP_[1].pcapng;58160;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;1917;3;0;0
T0831-Modifparam-IEC104_[2].pcapng;41047;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;41048;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;41051;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;41052;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;41054;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;41058;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;41061;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;41063;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;41069;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;41070;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;41074;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;41075;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;41078;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;41079;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;52150;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;52151;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;52154;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;52155;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;52158;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;52171;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;52176;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;52187;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;52189;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;52191;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;52192;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;2046160;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;2046161;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;2046164;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;2046165;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;2027397;3;0;1
T0831-Modifparam-IEC104_[2].pcapng;2046158;3;1;1
T0831-Modifparam-IEC104_[2].pcapng;2046159;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;41047;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;41048;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;41055;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;41058;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;41060;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;41070;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;41074;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;41075;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;41078;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;41079;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;52150;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;52185;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;52189;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;52191;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;52192;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;52199;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;52202;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;2046160;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;2046161;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;2046165;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;2046164;3;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;2027397;3;0;1
T0831-ModifParam-DNP3_[1].pcapng;1917;3;0;0
T0882-DirRead-DNP3-FIXED_[1].pcapng;1917;3;0;0
dnp3_test_data_part1[3].pcapng ;15718;3;1;1
dnp3_test_data_part2[3].pcapng ;15717;3;1;1
dnp3_test_data_part2[3].pcapng ;15718;3;1;1
dnp3_test_data_part2[3].pcapng ;15713;3;1;1
modbus_test_data_part1[3].pcapng ;17795;3;1;1
modbus_test_data_part1[3].pcapng ;15071;3;1;1
modbus_test_data_part1[3].pcapng ;17799;3;1;1
modbus_test_data_part1[3].pcapng ;17798;3;1;1
modbus_test_data_part1[3].pcapng ;17788;3;1;1
modbus_test_data_part1[3].pcapng ;17790;3;1;1
modbus_test_data_part1[3].pcapng ;17784;3;1;1
modbus_test_data_part1[3].pcapng ;17783;3;1;1
modbus_test_data_part2[3].pcapng ;15071;3;1;1
modbus_test_data_part2[3].pcapng ;29965;3;0;1
modbus_test_data_part2[3].pcapng ;17788;3;1;1
modbus_test_data_part2[3].pcapng ;17787;3;1;1
modbus_test_data_part2[3].pcapng ;17790;3;1;1
modbus_test_data_part2[3].pcapng ;17789;3;1;1
modbus_test_data_part2[3].pcapng ;17784;3;1;1
modbus_test_data_part2[3].pcapng ;17783;3;1;1
modbus_test_data_part2[3].pcapng ;17794;3;1;1
modbus_test_data_part2[3].pcapng ;17795;3;1;1
modbus_test_data_part2[3].pcapng ;17796;3;1;1
modbus_test_data_part2[3].pcapng ;17797;3;1;1
modbus_test_data_part2[3].pcapng ;17785;3;1;1
modbus_test_data_part2[3].pcapng ;17782;3;1;1
modbus_test_data_part2[3].pcapng ;17799;3;1;1
modbus_test_data_part2[3].pcapng ;17798;3;1;1
modbus_test_data_part2[3].pcapng ;17793;3;1;1
modbus_test_data_part2[3].pcapng ;30819;3;1;1
modbus_test_data_part2[3].pcapng ;30816;3;1;1
modbus_test_data_part2[3].pcapng ;17786;3;1;1
modbus_test_data_part2[3].pcapng ;17800;3;1;1
modbus_test_data_part2[3].pcapng ;17791;3;1;1
modbus_test_data_part2[3].pcapng ;17792;3;1;1
modbus_test_data_part2[3].pcapng ;29319;3;1;1
modbus_test_data_part2[3].pcapng ;15074;3;1;1
modbus_test_data_part2[3].pcapng ;15075;3;1;1
modicon_test[3].pcapng ;42861;3;0;1
T0866-VulnAccess-SMBv1_[2].pcapng;1917;4;0;0
T0866-VulnAccess-SMBv1_[2].pcapng;24303;4;0;0
T0866-VulnAccess-SMBv1_[2].pcapng;42329;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;41807;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;44489;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;44488;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;44486;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;44484;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;42944;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;42340;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;43459;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;5730;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;42331;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;42330;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;41978;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;58160;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;2044666;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;2024766;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;2024218;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;2024216;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;2102466;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;2044665;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;2002752;4;0;0
T0866-VulnAccess-SMBv1_[2].pcapng;2002749;4;0;0
T0866-VulnAccess-SMBv1_[2].pcapng;2102465;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;2024297;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;2035480;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;2027397;4;0;1
T0866-VulnAccess-SMBv1_[2].pcapng;2025644;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;2024217;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;2023997;4;1;1
T0866-VulnAccess-SMBv1_[2].pcapng;2000419;4;1;1
T0866-RemoteAccess-VNC-FIXED_[2].pcapng;560;4;1;1
T0866-RemoteAccess-VNC-FIXED_[2].pcapng;51018;4;0;1
T0866-RemoteAccess-VNC-FIXED_[2].pcapng;58160;4;1;1
T0866-RemoteAccess-VNC-FIXED_[2].pcapng;2000419;4;1;1
T0866-RemoteAccess-VNC-FIXED_[2].pcapng;2002749;4;0;0
T0866-RemoteAccess-VNC-FIXED_[2].pcapng;2002752;4;0;0
T0866-RemoteAccess-VNC-FIXED_[2].pcapng;2025644;4;1;1
T0866-RemoteAccess-VNC-FIXED_[2].pcapng;2035480;4;1;1
T0866-RemoteAccess-VNC-FIXED_[2].pcapng;2100560;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;41048;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;41049;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;41050;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;41051;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;41052;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;41054;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;41055;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;41058;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;41061;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;41070;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;41071;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;41074;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;41075;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;41078;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;41079;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;52150;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;52151;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;52152;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;52155;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;52185;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;52189;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;52191;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;52192;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;52193;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;1917;4;0;0
T0848-RogueMaster-IEC-104_[2].pcapng;2002752;4;0;0
T0848-RogueMaster-IEC-104_[2].pcapng;2002749;4;0;0
T0848-RogueMaster-IEC-104_[2].pcapng;2046160;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;2046161;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;2046165;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;2046164;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;2046158;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;2046159;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;2046162;4;1;1
T0848-RogueMaster-IEC-104_[2].pcapng;2046163;4;1;1
T0848-RogueMaster-DNP3-FIXED_[1].pcapng;1917;4;0;0
T0848-RogueMaster-DNP3-FIXED_[1].pcapng;2002752;4;0;0
T0848-RogueMaster-DNP3-FIXED_[1].pcapng;2002749;4;0;0
T0858-ChangeOPMode-Omron_[2].pcapng;15398;4;1;1
T0858-ChangeOPMode-Omron_[2].pcapng;15399;4;1;1
T0858-ChangeOPMode-Omron_[2].pcapng;2002752;4;0;0
T0858-ChangeOPMode-Omron_[2].pcapng;2002749;4;0;0
T0890-EscalPrivileges-NetLogon_[2].pcapng;1917;4;0;0
T0890-EscalPrivileges-NetLogon_[2].pcapng;24301;4;0;1
T0890-EscalPrivileges-NetLogon_[2].pcapng;51037;4;0;1
T0890-EscalPrivileges-NetLogon_[2].pcapng;55703;4;1;1
T0890-EscalPrivileges-NetLogon_[2].pcapng;55704;4;1;1
T0890-EscalPrivileges-NetLogon_[2].pcapng;55802;4;1;1
T0890-EscalPrivileges-NetLogon_[2].pcapng;57280;4;1;1
T0890-EscalPrivileges-NetLogon_[2].pcapng;2001581;4;1;1
T0890-EscalPrivileges-NetLogon_[2].pcapng;2002749;4;0;0
T0890-EscalPrivileges-NetLogon_[2].pcapng;2002752;4;0;0
T0890-EscalPrivileges-NetLogon_[2].pcapng;2027397;4;0;1
T0890-EscalPrivileges-NetLogon_[2].pcapng;2030870;4;1;1
T0890-EscalPrivileges-NetLogon_[2].pcapng;2030871;4;1;1
T0890-EscalPrivileges-NetLogon_[2].pcapng;2030889;4;1;1
T0890-EscalPrivileges-NetLogon_[2].pcapng;2035260;4;1;1
T0890-EscalPrivileges-NetLogon_[2].pcapng;2035262;4;1;1
T0846-DiscoveryNmap-S7_[1].pcapng;2002752;4;0;0
T0846-DiscoveryNmap-S7_[1].pcapng;2002749;4;0;0
T0846-DiscoveryNmap-S7_[1].pcapng;2027397;4;0;1
T0846-DiscoveryNmap-Modbus_[1].pcapng;15071;4;1;1
T0846-DiscoveryNmap-Modbus_[1].pcapng;17798;4;1;1
T0846-DiscoveryNmap-Modbus_[1].pcapng;17799;4;1;1
T0846-DiscoveryNmap-Modbus_[1].pcapng;2002752;4;0;0
T0846-DiscoveryNmap-Modbus_[1].pcapng;2002749;4;0;0
T0846-DiscoverMetasp-Modbus_[1].pcapng;15071;4;1;1
T0846-DiscoverMetasp-Modbus_[1].pcapng;17789;4;1;1
T0846-DiscoverMetasp-Modbus_[1].pcapng;2002752;4;0;0
T0846-DiscoverMetasp-Modbus_[1].pcapng;2002749;4;0;0
T0888-DiscverFindID-Modbus_[1].pcapng / T0888-DiscverCoils-Modbus_[1].pcapng / T0888-DiscverRegisters-Modbus_[1].pcapng / T0888-DiscverRegisters2-Modbus_[1].pcapng;17788;4;1;1
T0888-DiscverFindID-Modbus_[1].pcapng / T0888-DiscverCoils-Modbus_[1].pcapng / T0888-DiscverRegisters-Modbus_[1].pcapng / T0888-DiscverRegisters2-Modbus_[1].pcapng;15071;4;1;1
T0888-DiscverFindID-Modbus_[1].pcapng / T0888-DiscverCoils-Modbus_[1].pcapng / T0888-DiscverRegisters-Modbus_[1].pcapng / T0888-DiscverRegisters2-Modbus_[1].pcapng;17789;4;1;1
T0888-DiscverFindID-Modbus_[1].pcapng / T0888-DiscverCoils-Modbus_[1].pcapng / T0888-DiscverRegisters-Modbus_[1].pcapng / T0888-DiscverRegisters2-Modbus_[1].pcapng;17790;4;1;1
T0888-DiscverFindID-Modbus_[1].pcapng / T0888-DiscverCoils-Modbus_[1].pcapng / T0888-DiscverRegisters-Modbus_[1].pcapng / T0888-DiscverRegisters2-Modbus_[1].pcapng;2002752;4;0;0
T0888-DiscverFindID-Modbus_[1].pcapng / T0888-DiscverCoils-Modbus_[1].pcapng / T0888-DiscverRegisters-Modbus_[1].pcapng / T0888-DiscverRegisters2-Modbus_[1].pcapng;2002749;4;0;0
T0888-DiscoverInfo-DNP3_[1].pcapng;1917;4;0;0
T0888-DiscoverInfo-DNP3_[1].pcapng;2002752;4;0;0
T0888-DiscoverInfo-DNP3_[1].pcapng;2002749;4;0;0
T0846-Discovery-BacNet_[2].pcap ;2027397;4;0;1
